Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
North Kilkenny Cycle Loop,http://irishtrails.ie/trail/North-Kilkenny-Cycle-Loop/1303/,,-7.25131103232422,52.650656770001,Kilkenny,,Ireland,Cycling
South Kilkenny Cycle Loop,http://irishtrails.ie/Trail/South-Kilkenny-Cycle-Loop/1302/,,-7.25121442419504,52.6505472970987,Kilkenny,Kilkenny City,Ireland,"Cycling,Activity Operator"
Tory Hill - Sliabh Greine Loop,,,-7.17550685964235,52.3678781162157,Kilkenny,Mullinavat,Ireland,Walking
Skibbereen Cycle Hub,,,-9.26789578932462,51.5490124316153,Cork,Skibbereen,Republic of Ireland,Cycling
Pilgrim's Road to Clonmacnoise,,,-7.68908955335417,53.3259095709178,Offaly,,Ireland,Cycling
Kingfisher Cycle Trail,http://www.kingfishercycletrail.com,+44(0)2866323110,-8.178592,54.306503,Fermanagh,Enniskillen,Republic of Ireland,Cycling
Killykeen Forest Park,https://www.sportireland.ie/outdoors/walking/trails/killykeen-forest-park-nature-trail?county=All&grade=All&length=All#list,,-7.46766034652705,54.0066521441663,Cavan,Killykeen,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Nenagh Cycle Hub,https://www.nenagh.ie/places-of-interest/details/nenagh-cycle-hub,,-8.20198713570484,52.8631364099495,Tipperary,Nenagh,Republic of Ireland,Cycling
The Celtic ConneXion - Walking,http://www.facebook.com/TheCelticConneXionTravelAgency/,+353(0)876677370,-8.43905027389019,52.8095174076678,Clare,Killaloe,Ireland,"Walking,Activity Operator"
Bike Park Ireland,http://www.facebook.com/bikeparkireland/,3536721961,-8.00032039999996,53.0121074099297,Tipperary,Ballingarry,Ireland,"Cycling,Activity Operator"
Sheep’s Head Loops,http://www.irishtrails.ie/Trail/Sheeps-Head---Lighthouse-loop/98/,+353(0)2767878,-9.8262514,51.5458258999999,Cork,,Ireland,Walking
Westport Cycle Hub,,+353(0)9825711,-9.52277094090058,53.7997063541055,Mayo,Westport,Republic of Ireland,Cycling
Royal Canal Greenway - Longford,https://www.waterwaysireland.org/greenways/royal-canal/trailhead/4/longford,,-7.7932573,53.7276296,Longford,,Ireland,"Cycling,Walking"
Royal Canal Greenway - Cloondara,https://www.waterwaysireland.org/greenways/royal-canal/trailhead/5/cloondara,,-7.90469529999999,53.7320086,Longford,,Ireland,"Cycling,Walking"
Royal Canal Greenway - Mullingar,https://www.waterwaysireland.org/greenways/royal-canal/trailhead/3/mullingar,,-7.33217259999999,53.5256655,Westmeath,Mullingar,Ireland,"Cycling,Walking"
Royal Canal Greenway - Enfield,https://waterwaysireland.org/greenways/royal-canal/trailhead/1/enfield,,-6.835759,53.4151624,Meath,Johnstown,Ireland,"Cycling,Walking"
Royal Canal Greenway - Maynooth,https://www.waterwaysireland.org/greenways/royal-canal/trailhead/2/maynooth,,-6.5875144,53.378901,Kildare,Maynooth,Ireland,"Cycling,Walking"
Kerry Woollen Mills,https://www.kerrywoollenmills.ie/,353646644122,-9.68324599999999,52.1018639999999,Kerry,Beaufort,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Galway Irish Crystal,https://www.galwaycrystal.ie,35391757311,-8.996795,53.273695,Galway,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
County Sligo Heritage and Genealogy Centre,http://www.sligoroots.com/,353719143728,-8.4771432,54.2688188,Sligo,,Ireland,"Activity Operator,Tracing Your Ancestors"
Mayo Horsedrawn Caravan Holidays,http://www.horsedrawncaravan.com,353949032777,-9.292137164783,53.8439072679371,Mayo,Castlebar,Republic of Ireland,"Transport,Horse Riding,Equestrian,Activity Operator,Coach,Road"
Langton's Bar and Restaurant,https://www.langtons.ie/dining.html,353567765133,-7.2481715,52.6533129999999,Kilkenny,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Mayo Leisure Point,http://www.mayoleisurepoint.ie/,353949025473,-9.286043,53.8564511,Mayo,Castlebar,Ireland,"Restaurant,Movies,Cinema,Venue,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Activity Operator,Fitness and Leisure,Fast Food,Food and Drink"
Kinsale Crystal,https://www.kinsalecrystal.ie/,353214774493,-8.5241055,51.7059078,Cork,Kinsale,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Blasket Island Ferry,http://www.blasketisland.com,+353(0)669156422,-10.4558122416662,52.1330832726897,Kerry,Dingle,Republic of Ireland,"Transport,Bird Watching,Nature and Wildlife,Cruising,Activity Operator,Boat,Tour,Coach,Road"
The Spinning Wheel,https://www.thespinningwheel.ie,3532763347,-9.54803029999999,51.7504837,Cork,Glengarriff,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Rathvilly Motte,,,-6.67780389999999,52.8804689,Carlow,Rathvilly,Ireland,
Paul Maloney Pottery,http://www.paulmaloneypottery.com,+353(0)539120188,-6.538008,52.330326,Wexford,,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Fallers Jewellers,https://www.fallers.com,35391561226,-9.0510977,53.2741559,Galway,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Paddy's Rent-A-Bike,http://www.paddysbikeshop.com/,353669152311,-10.2680567,52.1408493,Kerry,Dingle,Ireland,"Cycling,Activity Operator,Bike Rental"
Lisbeth Mulcahy Fíodóir - The Weaver's Shop,https://www.lisbethmulcahy.com/,353669151688,-10.2710321,52.1408530999999,Kerry,Dingle,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
The Mardyke Entertainment Complex,https://mardyke.com/,353214273000,-8.48109629999999,51.8981068,Cork,,Ireland,"Food and Drink,Restaurant,Activity Operator,Venue,Comedy,Music,Pubs and Bar"
Murphy's Ferry Service,http://www.murphysferry.com,+353(0)2775988,-9.818661,51.636259,Cork,Bere Island,Republic of Ireland,"Transport,Coach,Road"
Bridgefield Buggies Ltd.,http://www.quadbikesafari.ie,353868206869,-8.019922,51.904771,Cork,Castlemartyr,Republic of Ireland,Activity Operator
Tailor-Made Tours,https://tailor-madetours.com,353873344031,-8.215046,51.8378814,Cork,Aghada,Ireland,"Walking,Activity Operator,Day Tour,Tour"
Keane's Jewellers - Cork,https://www.keanes.ie,353214271256,-8.472195,51.89772,Cork,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Splashworld,https://splashworld.ie/,35351390176,-7.14715269999999,52.1619126999999,Waterford,Tramore,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Fitness and Leisure,Swimming Pool,Activity Operator"
Forget-Me-Not,https://www.forgetmenot.ie,353749721168,-8.109846,54.6539942,Donegal,Milltown,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Kate's Kitchen,https://kateskitchen.ie/,353719143022,-8.4729715,54.2705245999999,Sligo,,Ireland,"Food and Drink,Shopping,Shopping Centres and Department Store,Food Shops"
The Lee System,,+353(0)2641222,-8.9637,51.906862,Cork,Macroom,Republic of Ireland,"Fishing,Angling"
Crana River and Fullerton Reservoir,,+353(0)749362600,-7.457684,55.128255,Donegal,Buncrana,Republic of Ireland,"Fishing,Angling"
Mourne Antiques & Jewellery,https://mourneantiques.com/,353749126457,-7.7369797,54.9507534,Donegal,Letterkenny,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Keane's Jewellers - Kerry,https://www.keanes.ie/killarney-jewellery-store,353646631515,-9.5094592,52.0595029999999,Kerry,Killarney,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Ballyscanlon Forest,http://www.coillteoutdoors.ie,,-7.20616368061303,52.1742547097023,Waterford,Fenor,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,Public Park,Nature and Wildlife"
MC Research,https://www.mc-research.com/,353429372046,-6.3731627,53.8964669999999,Louth,Castlebellingham,Ireland,Tracing Your Ancestors
Sligo Yacht Club,http://www.sligoyachtclub.ie/,353719177168,-8.5761246,54.3068238,Sligo,,Ireland,"Sailing,Activity Operator"
Peche Irlande,http://www.discoverloughderg.ie/peche-irlande,35361376798,-8.42590186971624,52.8488944059739,Clare,Killaloe,Republic of Ireland,"Fishing,Angling,Activity Operator,Tour"
Lough Mask,,+353(0)91563118,-9.056331,53.277149,Galway,,Republic of Ireland,"Fishing,Angling"
Edman Collection,https://shop.princeaugust.ie/edman-collection-irish-gifts/,3532640222,-9.082187,51.900673,Cork,,Ireland,"Craft,Shopping,Food Shops"
Sea Fishing in the Shannon Estuary - Limerick City to Loop Head,,+353(0)61300238,-8.65114,52.655377,Limerick,Limerick City,Republic of Ireland,"Fishing,Angling"
Ocean Quests Ltd.,http://www.skelligsrock.com,+353(0)669476214,-10.2886041490138,51.9257024897835,Kerry,Valentia Island,Republic of Ireland,"Bird Watching,Nature and Wildlife,Cruising,Activity Operator,Boat,Tour"
S O'C Guiding Service,,+353(0)646631654,-9.5758911746099,52.075301672118,Kerry,Aghadoe,Republic of Ireland,"Activity Operator,Tour"
The Erriff Fishery,,+353(0)9542252,-9.6689,53.614028,Galway,Leenane,Republic of Ireland,"Fishing,Angling"
Costello and Fermoyle Fishery,,+353(0)91572196,-9.533756,53.278732,Galway,,Republic of Ireland,"Fishing,Angling"
West Galway School of Navigation,http://www.serioussailing.com,3539523569,-10.0749437362162,53.4342688687443,Galway,Ballyconneely,Republic of Ireland,"Sailing,Activity Operator"
Naas Farmers Market,http://www.naasfarmersmarket.ie/,353862128067,-6.65810199999999,53.218691,Kildare,Naas,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Mevagh Dive Centre Ltd,http://mevaghdiving.com,353749154708,-7.785361,55.176173,Donegal,,Ireland,Activity Operator
Craftmark,https://www.louthcraftmark.com/,353429385720,-6.3484734,53.7154343,Louth,Drogheda,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Joe Haughey Travel,http://www.sliabhliagtours.ie/,+353(0)749739145,-8.63938,54.629854,Donegal,Teelin,Republic of Ireland,"Activity Operator,Tour"
Skibbereen Sports Centre Ltd.,https://skibbsportscentre.ie/,3532822624,-9.260908,51.553491,Cork,Skibbereen,Republic of Ireland,"Fitness and Leisure,Venue"
"North West, North and West Tours",,+353(0)719851692,-8.22947662361036,54.526206073115,Donegal,Creevy,Republic of Ireland,"Walking,Activity Operator,Tour"
Dunbrody Country House Cookery School,https://www.dunbrodyhouse.com/dunbrody-cookery-school.html,35351389600,-6.9445827,52.2415664,Wexford,Arthurstown,Ireland,"Cooking,Cookery,Learning,Activity Operator"
St. John's Theatre & Arts Centre,http://www.stjohnstheatrelistowel.com,+353(0)6822566,-9.486143,52.444971,Kerry,Listowel,Republic of Ireland,"Traditionally Irish,Activity Operator"
Pat Falvey Irish and Worldwide Adventures,https://patfalvey.com,353646644181,-9.6443352,52.0421787,Kerry,Ballagh,Ireland,"Climbing,Activity Operator,Walking"
Tinteán Theatre,http://www.tintean.ie/,+353(0)6828003,-9.666332,52.511587,Kerry,Ballybunion,Republic of Ireland,"Traditionally Irish,Activity Operator"
Italian Connection,http://www.italianconnection.ie,353567764225,-7.2545819,52.6546844,Kilkenny,,Ireland,"Food and Drink,Restaurant"
Irish Golf Tours Ltd.,http://www.irishgolftours.com,35351381728,-7.156092,52.165746,Waterford,Tramore,Republic of Ireland,"Golf,Activity Operator"
Busy Bees - Childrens Activity Centre,https://busybeesgalway.com/,+353(0)91788516,-8.930215,53.277651,Galway,Oranmore,Republic of Ireland,Activity Operator
Craiceann Inis Oírr International Bodhrán Summer School,http://www.craiceann.com,3539975067,-9.52158430767959,53.0641933964831,Galway,Aran Islands,Republic of Ireland,"Learning,Activity Operator,Venue,Music"
Day Tours by Coach with Keating Coaches,http://www.limericktours.com,+353(0)868116258,-8.86302723068896,52.4742570239969,Limerick,Ballingarry,Republic of Ireland,"Activity Operator,Tour"
Mod Tours,,+353(0)879582258,-8.43553170910649,51.9077258826439,Cork,,Republic of Ireland,"Activity Operator,Tour"
Kinsale Pottery & Arts Centre,https://www.kinsaleceramics.com/,353214777758,-8.5514678,51.7123182,Cork,Ballinacurra,Ireland,"Craft,Shopping,Learning,Activity Operator"
Harbour Yacht Management Ltd.,,+353(0)214813911,-8.291812,51.850919,Cork,Cobh,Republic of Ireland,Activity Operator
Holistic Therapy Centre Ltd,http://www.eileenclair.com,+353(0)659052239,-9.518664,52.650586,Clare,Kilrush,Republic of Ireland,"Learning,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Activity Operator"
Clonanav Fly Fishing & Angling Centre,https://www.flyfishingireland.com,353526136765,-7.7371114,52.2811933,Waterford,,Ireland,"Fishing,Angling,Learning,Activity Operator,Shopping,Food Shops,Tour"
Balor Arts Centre,http://www.balorartscentre.com,+353(0)749131840,-7.779107,54.800265,Donegal,Ballybofey,Ireland,"Venue,Comedy,Music,Activity Operator"
Corrib Candles,https://www.corribcandles.ie,35391766187,-9.07409499999999,53.3035469999999,Galway,Menlough,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Baltinglass Outdoor Education Centre,http://www.baltinglassoec.com,353596481002,-6.70657299999999,52.9414999999999,Wicklow,Baltinglass,Ireland,"Kayaking,Activity Operator"
Sea Fishing Barry Twomey,http://www.whisperingpines.ie/deep-sea-angling,353214831448,-8.316797,51.8046008,Cork,Crosshaven,Ireland,"Fishing,Angling,Activity Operator,Tour"
Funworld,,+353(0)61325088,-8.658167,52.670543,Limerick,Limerick City,Republic of Ireland,"Fitness and Leisure,Venue"
Brandon Creek,,+353(0)669151188,-10.1623414644901,52.2687580193612,Kerry,Brandon,Republic of Ireland,
Cape Clear Bird Observatory,http://www.birdwatchireland.ie,3532839181,-9.505743,51.441452,Cork,Cape Clear Island,Republic of Ireland,"Bird Watching,Nature and Wildlife,Activity Operator,Tour"
Raven Nature Reserve,,+353(0)539120967,-6.375567,52.381664,Wexford,Curracloe,Republic of Ireland,
Scenic Area Mahon Falls,,,-7.50868076486612,52.211101798009,Waterford,Lemybrien,Republic of Ireland,
The Blessington Lakes,http://visitwicklow.ie/attractions/blessington-lakes/,,-6.5333,53.161488,Wicklow,Blessington,Republic of Ireland,"Cycling,Swimming,Swimming Pools and Water Park,Venue,Walking"
Lakeland Shooting Centre,http://www.lakelandshootingcentre.ie,353449223127,-7.3770707,53.4433509,Westmeath,Mullingar,Ireland,Activity Operator
Moore Abbey Wood,http://www.coillteoutdoors.ie/sites_and_trails/recreation_site_information/?rec_site=45&activity=22&no_cache=1,+353(0)578626307,-7.04986428544089,53.1343169709735,Kildare,Monasterevan,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk,Public Park,Nature and Wildlife"
Cycle Scene Bicycle Hire,https://cyclescene.ie/,353214301183,-8.479334,51.902371,Cork,,Ireland,"Cycling,Activity Operator,Bike Rental"
Everest Cycles,http://www.everestcycles.ie,35312828660,-6.1135855,53.2095628999999,Wicklow,Bray,Ireland,"Cycling,Activity Operator,Bike Rental"
Foxy John Moriarty's Bicycle Hire,https://www.ireland.com/en-gb/amazing-places/wild-atlantic-way-clare-to-kerry/all/page/26/1-44768/,353669151316,-10.26934,52.14202,Kerry,Dingle,Republic of Ireland,"Cycling,Bike Rental"
M Kavanagh Bicycle Hire,https://slievebloom.ie/things-to-do/cycling,353578621357,-7.298933,53.034731,Laois,Portlaoise,Republic of Ireland,"Cycling,Bike Rental"
Aran Bike Hire,https://aranislandsbikehire.com/,3539961132,-9.6654901,53.1193423,Galway,,Ireland,"Cycling,Activity Operator,Bike Rental"
Kilgrews Cycles,http://www.kilgrewscycles.ie,+353(0)214276255,-8.477614,51.899876,Cork,Cork City,Republic of Ireland,"Cycling,Bike Rental,Food Shops,Shopping"
Finnegan's Bicycle Hire,https://www.finneganscycles.com/,353646641083,-9.5833515,51.8781883,Kerry,Kenmare,Ireland,"Cycling,Bike Rental"
Inishbofin Cycle Hire,,3539545833,-10.200035,53.615073,Galway,Inishbofin,Republic of Ireland,"Cycling,Bike Rental"
Bernard Fagan Horse Drawn Carriages,http://www.horsedrawncarriagesdublin.com/,+353(0)868748691,-6.27732856041867,53.3490382014864,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Kinvara Smoked Salmon Limited,https://kinvarasmokedsalmon.com/,+353(0)91637489,-8.934515,53.138495,Galway,Kinvara,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Clonmel Swimming Pool,http://www.tipperarycoco.ie/swimming-pools/clonmel-pool,+353(0)526121972,-7.698713,52.354968,Tipperary,Clonmel,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Fitness and Leisure,Swimming Pool"
Leeside Leisure- The Metropole Hotel Cork,https://www.themetropolehotel.ie/leeside-leisure/,+353(0)214643760,-8.467765,51.901253,Cork,Cork City,Republic of Ireland,"Fitness and Leisure,Venue,Food Shops,Shopping"
The Coast Club Leisure Centre,https://www.connemaracoasthotel.ie/leisure/coast-club-leisure-centre,+353(0)91503904,-9.200456,53.248611,Galway,Furbo,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Swimming,Swimming Pools and Water Park,Venue,Fitness and Leisure,Activity Operator"
Chrysalis Holistic Centre,http://www.chrysalis.ie,+353(0)45404713,-6.6345,53.001832,Wicklow,Donard,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Activity Operator"
Croagh Patrick Pilgrimage,http://www.croagh-patrick.com,+353(0)9864114,-9.65954314916996,53.7583720726369,Mayo,Murrisk,Republic of Ireland,Walking
Killarney Lake Tours,https://killarneylaketours.ie/,353646632638,-9.53158369999999,52.0414855,Kerry,Killarney,Ireland,"Cruising,Activity Operator,Boat,Tour"
Mullingar Sailing Club,http://www.mullingarsailingclub.ie,353449342058,-7.36576499999999,53.556359,Westmeath,Mullingar,Ireland,"Sailing,Activity Operator"
Salve Marine,https://www.facebook.com/Salve-Marine-111549065559583/,+353(0)214831145,-8.300954,51.804377,Cork,Crosshaven,Republic of Ireland,"Sailing,Activity Operator,Marina,Venue"
Mullaghmeen,https://www.coillte.ie/site/mullaghmeen-forest/,,-7.28939195271575,53.7613771648619,Westmeath,Oldcastle,Republic of Ireland,"Cycling,Walking,Forest Park,Park and Forest Walk"
The Lakes Of Killarney,,,-9.5696539,52.0418477,Kerry,,Ireland,"Fishing,Angling"
Monaghan Leisure Complex,http://monaghan.coralleisure.ie/,+353(0)4781734,-6.978923,54.246248,Monaghan,Monaghan Town,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Fitness and Leisure,Swimming Pool"
Kerry Archaeological And Historical Society,https://www.kerryhistory.ie/,353667121200,-9.698025,52.266939,Kerry,Tralee,Republic of Ireland,
Kildare Heritage and Genealogy Company,http://kildare.ie/heritage/genealogy/,35345448350,-6.79456909999999,53.1818387999999,Kildare,Newbridge,Ireland,"Tracing Your Ancestors,Activity Operator"
Kilkenny Family History,http://www.rothehouse.com/rothe-house-genealogy/,353567722893,-7.254749,52.654326,Kilkenny,Kilkenny City,Republic of Ireland,Tracing Your Ancestors
Wicklow Family History Centre,https://www.wicklow.ie/Living/Services/Arts-Heritage-Archives/Genealogy,35340420100,-6.0388774,52.980033,Wicklow,,Ireland,Tracing Your Ancestors
East Galway Family History Society,https://galwayroots.com/,353909749309,-8.400321,53.049155,Galway,Woodford,Ireland,Tracing Your Ancestors
Bard Summer School,https://bardmythologies.com/,35314904879,-9.9881419536732,53.7924554847732,Mayo,Clare Island,Ireland,"Learning,Activity Operator"
The Barony Of Erris - Language And Culture Irish Colleges,http://www.concos.ie,35391577050,-9.98701605418876,54.2213826688354,Mayo,Belmullet,Republic of Ireland,"Learning,Activity Operator"
Ballyhugh Art And Culture Centre Ceili Dance Workshops,http://homepage.eircom.net/~ballyhugh,353499526044,-7.58401977005166,54.1164960737484,Cavan,Ballyconnell,Republic of Ireland,"Learning,Activity Operator,Traditionally Irish"
Irish School Of Landscape Painting - Clifden,http://www.irishschooloflandscapepainting.com,35340442884,-10.0299752355391,53.4613103413457,Galway,Ballinaboy,Republic of Ireland,"Craft,Shopping,Learning,Activity Operator"
Ireland Painting Holidays,https://www.cottages-ireland.com/painting,353419828104,-6.24193,53.690585,Meath,Laytown,Republic of Ireland,"Craft,Shopping,Learning,Activity Operator"
Irish School Of Landscape Painting Wicklow,https://www.irishschooloflandscapepainting.com/,353834577220,-6.1252037,53.0165134,Wicklow,Ashford,Ireland,"Craft,Shopping,Learning,Activity Operator"
The Sacred Island,http://www.carrowkeel.com,+353(0)876914583,-8.453649,54.430231,Sligo,,Republic of Ireland,"Activity Operator,Tour"
Cathair Chonroí,,,-9.853854,52.203046,Kerry,Camp,Republic of Ireland,
Puffin Island,,+353(0)646631633,-10.4115654028603,51.8376830864664,Kerry,,Republic of Ireland,"Bird Watching,Nature and Wildlife"
Brownshill Dolmen,https://carlowtourism.com/brownshill-dolmen-2,353599130411,-6.8811309,52.8374752,Carlow,,Ireland,
Schull Planetarium,https://www.schullplanetarium.com,3532828315,-9.5460823,51.5220154999999,Cork,Schull,Ireland,"Learning,Tour"
Mullaghmast,http://www.kildare.ie/kildareheritage,35345521240,-6.848484,53.006619,Kildare,Ballitore,Republic of Ireland,
Callan Motte,"http://www.megalithicireland.com/Callan%20Motte,%20Kilkenny.html",,-7.3918159,52.546663,Kilkenny,Callan,Ireland,
Robinstown Great Standing Stones,,,-6.83513538558178,52.4182722668363,Wexford,New Ross,Republic of Ireland,
Kerry Blackwater Fishery,,+353(0)2641222,-9.73365670586504,51.8540710901563,Kerry,Blackwater,Republic of Ireland,"Fishing,Angling"
Coarse Angling Clones,,+353(0)4781122,-7.23515687049512,54.1721247505452,Monaghan,Clones,Republic of Ireland,"Fishing,Angling"
Coarse Angling Monaghan,,+353(0)4781122,-6.97021567862015,54.2448264944847,Monaghan,Monaghan Town,Republic of Ireland,"Fishing,Angling"
Irish Angling Safaris,https://fishinginireland.info/guides/westmeath,353449372015,-7.285431,53.614807,Westmeath,Crookedwood,Republic of Ireland,"Fishing,Angling,Activity Operator"
Gortagannive Lough Gortagannive Reservoir,,,-9.14290163094533,52.8208093896577,Clare,Kilmaley,Republic of Ireland,"Fishing,Angling"
